Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Martin James Landau,1928-06-20,"Brooklyn, New York, U.S.",2017-07-15,"Los Angeles, California, U.S.",Mildred Fogel,1957-01-01,1993-01-01,1.0,1.0,,0.0,1931-09-13,"Chicago, Illinois, U.S.",,,1.0,1.0,,1,M,89.0,29.0,65.0,92.0,26.0,62.0,36.0,3.0,1,actor/actress,1,1,1,1,0,40.6781784,-73.9441579,41.8781136,-87.6297982,1150.14660073023
David Leonard Landau,1947-06-22,"Brooklyn, New York, U.S.",2020-12-04,"Los Angeles, California, U.S.",Thea Markus​ ​,1969-01-01,1976-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,M,73.0,22.0,29.0,,,,7.0,,2,"actor/actress, comedians",0,1,1,1,0,40.6781784,-73.9441579,,,
Michael Christopher Landes,1972-09-18,"The Bronx, New York, US",,,Wendy Benson ​,2000-01-01,,1.0,0.0,2.0,0.0,1971-07-08,"New York City, U.S.",,,1.0,0.0,2.0,1,M,51.0,28.0,,52.0,29.0,,23.0,1.0,1,actor/actress,0,1,0,0,0,40.8447819,-73.8648268,40.7127753,-74.0059728,18.886538245812947
Stephen Landesberg,1936-11-23,"The Bronx, New York, U.S.",2010-12-20,"Los Angeles, California, U.S.",Nancy Ross ​,1986-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,74.0,50.0,,,,,24.0,,1,actor/actress,0,1,0,1,0,40.8447819,-73.8648268,,,
Clayton Landey,1951-03-24,"New York City, New York, U.S.",,,Lin Shaye​ ​,1988-01-01,2003-01-01,1.0,1.0,1.0,0.0,,,,,1.0,0.0,1.0,0,M,72.0,37.0,52.0,,,,15.0,,1,actor/actress,0,1,1,0,0,40.7127753,-74.0059728,,,
James Cullen Landis,1896-07-09,"Nashville, Tennessee, U.S.",1975-08-26,"Bloomfield Hills, Michigan, U.S.",Mignon Le Brun​ ​,1918-01-01,1921-01-01,2.0,1.0,2.0,1.0,,,,,,,,0,M,79.0,22.0,25.0,,,,3.0,,2,"actor/actress, director",0,1,1,1,0,36.1626638,-86.7816016,,,
John Landis,1950-08-03,"Chicago, Illinois, U.S.",,,Deborah Nadoolman​ ​,1980-01-01,,1.0,0.0,2.0,0.0,1952-05-26,,,,1.0,0.0,2.0,1,M,73.0,30.0,,71.0,28.0,,43.0,2.0,2,"actor/actress, director",0,1,0,0,0,41.8781136,-87.6297982,,,
Joseph John Lando,1961-12-09,"Prairie View, Illinois, U.S.",,,Kirsten Barlow ​,1997-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,62.0,36.0,,,,,26.0,,1,actor/actress,0,1,0,0,0,42.1971008,-87.9543099,,,
Harry Leonard Albershardt,1909-09-22,"Mishawaka, Indiana, U.S.",1973-10-27,"Woodland Hills, California, U.S.",Katherine Elizabeth McLaughlin,1945-01-01,1946-01-01,1.0,1.0,,0.0,1921-06-08,"Topeka, Kansas, U.S.",1975-11-04,"Woodland Hills, Los Angeles, U.S.",2.0,1.0,1.0,0,M,64.0,36.0,37.0,54.0,24.0,25.0,1.0,12.0,1,actor/actress,1,1,1,1,1,41.6619927,-86.15861559999999,39.0473451,-95.67515759999999,856.6305786468016
Charles Gerstle Levison,1905-01-26,"San Francisco, California, U.S.",2007-07-09,"Santa Monica, California, U.S.",Ruth Covell Lane​ ​,1931-01-01,,1.0,0.0,2.0,1.0,,,,,,,,0,M,102.0,26.0,,,,,,,1,actor/actress,0,1,0,1,0,37.7749295,-122.4194155,,,
Joseph Lane,1956-02-03,"Jersey City, New Jersey, U.S.",,,Devlin Elliott ​,2015-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,67.0,59.0,,,,,8.0,,1,actor/actress,0,1,0,0,0,40.7177545,-74.0431435,,,
Stephen Lang,1952-07-11,"New York City, U.S.",,,Kristina Watson ​,1980-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,71.0,28.0,,,,,43.0,,1,actor/actress,0,1,0,0,0,40.7127753,-74.0059728,,,
Henry Philmore Langdon,1884-06-15,"Council Bluffs, Iowa, U.S.",1944-12-22,"Los Angeles, California",Rose Francis Musolff​ ​,1903-01-01,1928-01-01,3.0,2.0,1.0,0.0,,,,,,,,0,M,60.0,19.0,44.0,,,,25.0,,1,actor/actress,0,1,1,1,0,41.2619444,-95.8608333,,,
Eric Lange,1973-02-19,"Hamilton, Ohio, U.S.",,,Lisa Sabatino ​,2013-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,50.0,40.0,,,,,10.0,,1,actor/actress,0,1,0,0,0,39.3995008,-84.5613355,,,
Theodore William Lange III,1948-01-05,"Oakland, California, U.S.",,,Sheryl Thompson​ ​,1978-01-01,1989-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,M,75.0,30.0,41.0,,,,11.0,,1,actor/actress,0,1,1,0,0,37.8043514,-122.2711639,,,
Frank Langella,1938-01-01,"Bayonne, New Jersey, U.S.",,,Ruth Weil​ ​,1977-01-01,1995-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,M,85.0,39.0,57.0,,,,18.0,,1,actor/actress,0,1,1,0,0,40.6687141,-74.1143091,,,
James Wallace Langham II,1965-03-11,"Fort Worth, Texas, U.S.",,,Laura Langham​ ​,1986-01-01,1998-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,M,58.0,21.0,33.0,,,,12.0,,1,actor/actress,0,1,1,0,0,32.7554883,-97.3307658,,,
Robert Howell Brown,1928-06-05,"San Diego, California, U.S.",1994-10-23,"New York City, U.S.",Emily McLaughlin​ ​,1956-01-01,1968-01-01,3.0,2.0,2.0,0.0,1928-12-01,"White Plains, New York, U.S.",1991-04-26,"Los Angeles, California, U.S.",2.0,1.0,2.0,1,M,66.0,28.0,40.0,63.0,28.0,40.0,12.0,0.0,1,actor/actress,0,1,1,1,1,32.715738,-117.1610838,41.03398620000001,-73.7629097,3927.111538909528
Matthew MacKendree Lanter,1983-04-01,"Massillon, Ohio, U.S.",,,Angela Stacy ​,2013-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,40.0,30.0,,,,,10.0,,1,actor/actress,0,1,0,0,0,40.7967244,-81.52150929999999,,,
Alfredo Arnold Cocozza,1921-01-31,"Philadelphia, Pennsylvania, U.S.",1959-10-07,"Rome, Italy",Betty Lanza ​,1945-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,38.0,24.0,,,,,14.0,,1,actor/actress,0,1,0,1,0,39.9525839,-75.1652215,,,
William Joseph Lara,1962-10-02,"San Diego, California, U.S.",2021-05-29,"Percy Priest Lake, Tennessee, U.S.",Gwen Shamblin​ ​,2018-01-01,,1.0,0.0,1.0,1.0,1955-02-18,"Memphis, Tennessee, U.S.",2021-05-29,"Percy Priest Lake, Tennessee, U.S.",2.0,1.0,2.0,0,M,59.0,56.0,,66.0,63.0,,3.0,7.0,4,"musician, writers, actor/actress, singer",0,1,0,1,1,32.715738,-117.1610838,35.1495343,-90.0489801,2508.121594470633
Eugene Earle Larimore,1899-08-02,"Portland, Oregon, U.S.",1947-10-22,"New York City, U.S.",Selena Royle​ ​,1932-01-01,1942-01-01,1.0,1.0,,0.0,1904-11-06,"New York City, New York, U.S.",1983-04-23,"Guadalajara, Jalisco, Mexico",2.0,1.0,,1,M,48.0,33.0,43.0,79.0,28.0,38.0,10.0,5.0,1,actor/actress,0,1,1,1,1,45.515232,-122.6783853,40.7127753,-74.0059728,3925.6457969267294
John Bernard Larroquette,1947-11-25,"New Orleans, Louisiana, US",,,Elizabeth Cookson ​,1975-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,76.0,28.0,,,,,48.0,,1,actor/actress,0,1,0,0,0,29.95106579999999,-90.0715323,,,
Keith Larsen Burt,1924-06-17,"Salt Lake City, Utah, U.S.",2006-12-13,"Santa Barbara, California, U.S.",Gerda Susanne Tafel,1953-01-01,1960-01-01,3.0,2.0,3.0,0.0,1930-07-10,"Bavaria, Germany",2016-12-03,"Chandler, Arizona, U.S.",3.0,1.0,1.0,0,M,82.0,29.0,36.0,86.0,23.0,30.0,7.0,6.0,1,actor/actress,1,1,1,1,1,40.7607793,-111.8910474,48.7904472,11.4978895,8616.792248070715
David Scott Lascher,1972-04-27,"Scarsdale, New York, U.S.",,,Jill London ​,1999-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,51.0,27.0,,,,,24.0,,1,actor/actress,0,1,0,0,0,41.0050977,-73.7845768,,,
Lyle Zeien,1904-04-09,"Elma, Iowa, U.S.",1967-10-24,"Hollywood,  California, U.S.",Mary Foy ​,1947-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,63.0,43.0,,,,,20.0,,1,actor/actress,0,1,0,1,0,43.2466362,-92.4360102,,,
Matthew Vincent Lattanzi,1959-02-01,"Portland, Oregon, U.S.",,,Olivia Newton-John​ ​,1984-01-01,1995-01-01,2.0,2.0,1.0,0.0,1948-09-26,"Cambridge, England",2022-08-08,"Santa Ynez, California, US",2.0,1.0,1.0,1,M,64.0,25.0,36.0,74.0,36.0,47.0,11.0,11.0,1,actor/actress,0,1,1,0,1,45.515232,-122.6783853,52.1950788,0.1312729,7858.535305698163
Charles Laughton,1899-07-01,"Scarborough, North Riding of Yorkshire, England",1962-12-15,"Hollywood, California, U.S.",Elsa Sullivan Lanchester,1929-01-01,,1.0,0.0,,0.0,1902-10-28,"Lewisham, London, England",1986-12-26,"Woodland Hills, Los Angeles, California, U.S.",1.0,0.0,,1,M,63.0,30.0,,84.0,27.0,,33.0,3.0,2,"actor/actress, director",1,1,0,1,1,54.283113,-0.399752,51.46115090000001,-0.0073177,314.88996452638145
Greg Lauren Dana Smith,1970-01-06,"New York City, U.S.",,,Elizabeth Berkley ​,2003-01-01,,1.0,0.0,1.0,0.0,1974-07-28,"Farmington Hills, Michigan, U.S.",,,1.0,0.0,1.0,1,M,53.0,33.0,,49.0,29.0,,20.0,4.0,1,actor/actress,0,1,0,0,0,40.7127753,-74.0059728,42.4989936,-83.3677168,802.8387851996007
Daniel Joseph Lauria,1947-04-12,"Brooklyn, New York, U.S.",,,Eileen Cregg​ ​,1991-01-01,2001-01-01,1.0,1.0,,0.0,,,,,,,,0,M,76.0,44.0,54.0,,,,10.0,,1,actor/actress,0,1,1,0,0,40.6781784,-73.9441579,,,
Matthew Lauria,1982-08-15,"Virginia, U.S.",,,Michelle Armstrong ​,2006-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,41.0,24.0,,,,,17.0,,1,actor/actress,0,1,0,0,0,37.4315734,-78.6568942,,,
Herman Arthur Lauter,1914-06-19,"White Plains, New York City, U.S.",1990-10-30,"Ojai, California, U.S.",Barbara Jane Ayres​ ​,1952-01-01,1975-01-01,2.0,1.0,,0.0,,,,,,,,0,M,76.0,38.0,61.0,,,,23.0,,1,actor/actress,0,1,1,1,0,41.03398620000001,-73.7629097,,,
Taylor Daniel Lautner,1992-02-11,"Grand Rapids, Michigan, U.S.",,,Taylor Dome ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,31.0,30.0,,,,,1.0,,1,actor/actress,0,1,0,0,0,42.9633599,-85.6680863,,,
Christopher Kennedy Lawford,1955-03-29,"Santa Monica, California, U.S.",2018-09-04,"Vancouver, British Columbia, Canada",Jeannie Olsson​ ​,1984-01-01,2000-01-01,3.0,3.0,3.0,0.0,,,,,,,,0,M,63.0,29.0,45.0,,,,16.0,,1,actor/actress,0,1,1,1,0,34.0194543,-118.4911912,,,
Peter Sydney Ernest Aylen,1923-09-07,"London, England",1984-12-24,"Los Angeles, California, U.S.",Patricia Helen Kennedy,1954-01-01,1966-01-01,4.0,3.0,4.0,0.0,1924-05-06,"Brookline, Massachusetts, U.S.",2006-09-17,"New York City, U.S.",1.0,1.0,4.0,1,M,61.0,31.0,43.0,82.0,30.0,42.0,12.0,1.0,1,actor/actress,0,1,1,1,1,51.5072178,-0.1275862,42.33176419999999,-71.1211635,5270.173265524083
John Lawlor ,1941-06-05,"Boulder, Colorado, U.S.",,,Rose Marie Cardinal,,,1.0,1.0,6.0,0.0,1950-07-20,"Anzac, Alberta, Canada",,,,,3.0,0,M,82.0,,,73.0,,,,9.0,1,actor/actress,1,1,1,0,0,40.0149856,-105.2705456,56.448899,-111.036765,1874.9964873510187
Max Goldsmith,1910-02-17,"New York City, U.S.",2005-11-28,"Palm Springs, California, U.S.",Fanya Foss​ ​,1942-01-01,,2.0,0.0,2.0,1.0,1906-10-04,"Odesa, Russian Empire",1995-12-12,"Palm Springs, California, USA",1.0,,2.0,0,M,95.0,32.0,,89.0,36.0,,53.0,4.0,1,actor/actress,0,1,0,1,1,40.7127753,-74.0059728,46.482526,30.7233095,7795.313309821853
Matthew William Mignogna,1980-02-11,"Abington Township, Pennsylvania, U.S.",,,Cheryl Burke​ ​,2019-01-01,2022-01-01,1.0,1.0,,0.0,1984-05-03,"California, U.S.",,,1.0,1.0,,1,M,43.0,39.0,42.0,39.0,35.0,38.0,3.0,4.0,1,actor/actress,0,1,1,0,0,40.1240795,-75.11951069999999,36.778261,-119.4179324,3835.594126165773
Rickey Lee Lawson,1947-03-07,"Loma Linda, California, U.S.",,,Denise Georgette Gordy,1978-01-01,1989-01-01,2.0,2.0,,0.0,,"Detroit, Michigan, U.S.",,,1.0,1.0,2.0,0,M,76.0,31.0,42.0,,,,11.0,,1,actor/actress,1,1,1,0,0,34.0483474,-117.2611527,42.331427,-83.0457538,3105.1635961759985
Paul Le Mat,1945-09-22,"Rahway, New Jersey, U.S.",,,Suzanne de Passe​ ​,1978-01-01,1994-01-01,1.0,1.0,,0.0,1946-07-19,"New York City, New York, U.S.",,,1.0,1.0,3.0,1,M,78.0,33.0,49.0,77.0,32.0,48.0,16.0,1.0,1,actor/actress,0,1,1,0,0,40.60815909999999,-74.2776468,40.7127753,-74.0059728,25.69939821250678
Denis Colin Leary,1957-08-18,"Worcester, Massachusetts, U.S.",,,Ann Lembeck ​,1989-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,66.0,32.0,,,,,34.0,,2,"actor/actress, comedians",0,1,0,0,0,42.2625932,-71.8022934,,,
Matthew Steven LeBlanc,1967-07-25,"Newton, Massachusetts, U.S.",,,Melissa McKnight​ ​,2003-01-01,2006-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,56.0,36.0,39.0,,,,3.0,,1,actor/actress,0,1,1,0,0,42.3370413,-71.20922139999999,,,
František Lederer,1899-11-06,"Prague, Bohemia,Austria-Hungary(now in the Czech Republic)",2000-05-25,"Palm Springs, California, U.S.",Ada Nejedlá,1937-01-01,1940-01-01,2.0,1.0,,0.0,,,,,,,,0,M,101.0,38.0,41.0,,,,3.0,,1,actor/actress,0,1,1,1,0,50.0755381,14.4378005,,,
Otto Lederer,1886-05-17,"Prague, Bohemia, Austria-Hungary (now Czech Republic)",1965-09-03,"Woodland Hills, Los Angeles, U.S.",Segunda Yriondo​ ​,1925-01-01,1929-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,79.0,39.0,43.0,,,,4.0,,1,actor/actress,0,1,1,1,0,50.0755381,14.4378005,,,
Anthony Dwain Lee,1961-07-17,"Redding, California, U.S.",2000-10-28,"Los Angeles, California, U.S.",Serena Scholl ​,1988-01-01,1996-01-01,1.0,1.0,,0.0,,,,,,,,0,M,39.0,27.0,35.0,,,,8.0,,1,actor/actress,0,1,1,1,0,40.5865396,-122.3916754,,,
Lee Jun-fan ,1940-11-27,"San Francisco, California, U.S.",1973-07-20,"Kowloon, British Hong Kong",Linda Emery ​,1964-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,33.0,24.0,,,,,9.0,,2,"actor/actress, director",0,1,0,1,0,37.7749295,-122.4194155,,,
Tong Hoon Lee,1973-07-18,"Plymouth, Massachusetts, U.S.",,,Sekiya Lavone Billman​ ​,2008-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,50.0,35.0,,,,,15.0,,1,actor/actress,0,1,0,0,0,41.9584457,-70.6672621,,,
Jason Michael Lee,1970-04-25,"Santa Ana, California, U.S.",,,Carmen Llywelyn​ ​,1995-01-01,2001-01-01,2.0,1.0,4.0,0.0,,"Atlanta, Georgia, U.S.",,,1.0,1.0,,1,M,53.0,25.0,31.0,,,,6.0,,1,actor/actress,0,1,1,0,0,33.7454725,-117.867653,33.748752,-84.38768449999999,3081.6018800873762
Jason Scott Lee,1966-11-19,"Los Angeles, California, U.S.",,,Diana Chan​ ​,2008-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,57.0,42.0,,,,,15.0,,1,actor/actress,0,1,0,0,0,34.0549076,-118.242643,,,
Lee Ki-hong,1986-09-30,"Seoul, South Korea",,,Hayoung Choi ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,37.0,29.0,,,,,8.0,,1,actor/actress,0,1,0,0,0,37.5518911,126.9917937,,,
Mason Lee,1990-05-30,United States,,,Silver Chiu ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,33.0,32.0,,,,,1.0,,1,actor/actress,0,1,0,0,0,37.09024,-95.712891,,,
Nicky Lee ,1980-11-26,"Los Angeles, California, U.S.",,,Akane Sōma ​,2014-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,43.0,34.0,,,,,9.0,,4,"musician, writers, actor/actress, singer",0,1,0,0,0,34.0549076,-118.242643,,,
RonReaco Lee,1977-08-27,"Decatur, Illinois, U.S.",,,Sheana Freeman ​,2010-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,46.0,33.0,,,,,13.0,,1,actor/actress,0,1,0,0,0,39.8403147,-88.9548001,,,
Shelton Jackson Lee,1957-03-20,"Atlanta, Georgia, U.S.",,,Tonya Linnette Lewis,1993-01-01,,1.0,0.0,2.0,0.0,1966-03-30,"Yonkers, New York",,,1.0,0.0,2.0,0,M,66.0,36.0,,57.0,27.0,,30.0,9.0,1,actor/actress,0,1,0,0,0,33.748752,-84.38768449999999,40.9312099,-73.89874689999999,1222.176360657317
Lee Sang-Wook ,1971-03-22,"Arlington, Virginia, U.S.",,,Jennifer Birmingham ​,2010-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,52.0,39.0,,,,,13.0,,1,actor/actress,0,1,0,0,0,38.8816208,-77.09098089999999,,,
Peter Leeds,1917-05-30,"Bayonne, New Jersey, U.S.",1996-11-12,"Los Angeles, California, U.S.",Patricia Leeds​ ​,1962-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,79.0,45.0,,,,,34.0,,1,actor/actress,0,1,0,1,0,40.6687141,-74.1143091,,,
John Alberto Leguizamo Peláez,1960-07-22,"Bogotá, Colombia",,,Yelba Osorio​ ​,1994-01-01,1996-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,M,63.0,34.0,36.0,,,,2.0,,1,actor/actress,0,1,1,0,0,4.710988599999999,-74.072092,,,
Fredric George Lehne,1959-02-03,"Buffalo, New York, U.S.",,,Shirley Naples​ ​,1979-01-01,2001-01-01,2.0,1.0,,0.0,,,,,,,,0,M,64.0,20.0,42.0,,,,22.0,,1,actor/actress,0,1,1,0,0,42.88644679999999,-78.8783689,,,
John Lehr,1965-11-25,"Overland Park, Kansas",,,Jennifer Schlosberg Lehr​ ​,2001-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,58.0,36.0,,,,,22.0,,2,"actor/actress, comedians",0,1,0,0,0,38.9822282,-94.6707917,,,
Henry Lehrman,1881-03-30,"Sambir, Austria-Hungary",1946-11-07,"Hollywood, California, U.S.",Jocelyn Leigh​ ​,1922-01-01,1924-01-01,1.0,1.0,,0.0,,,,,,,,0,M,65.0,41.0,43.0,,,,2.0,,2,"actor/actress, director",0,1,1,1,0,49.5207147,23.2065501,,,
Ron Leibman,1937-10-11,"New York City, U.S.",2019-12-06,"New York City, U.S.",Linda Lavin​ ​,1969-01-01,1981-01-01,2.0,1.0,,0.0,1937-10-15,"Portland, Maine, U.S.",,,3.0,2.0,,1,M,82.0,32.0,44.0,86.0,32.0,44.0,12.0,0.0,1,actor/actress,0,1,1,1,0,40.7127753,-74.0059728,43.6590993,-70.2568189,450.18186006493016
Sydney Talbot Christie,1905-01-01,"Mississippi, U.S.",1985-07-03,"Hemet, California, U.S.",Lois Cecile Johnson​ ​,1928-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,80.0,23.0,,,,,57.0,,1,actor/actress,0,1,0,1,0,32.3546679,-89.3985283,,,
David Leitch,1975-11-16,"Kohler, Wisconsin, U.S.",,,Kelly McCormick ​,2014-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,48.0,39.0,,,,,9.0,,2,"actor/actress, director",0,1,0,0,0,43.7391616,-87.7817541,,,
Donovan Jerome Leitch,1967-08-16,"London, England",,,Kirsty Hume​ ​,1997-01-01,2014-01-01,2.0,1.0,2.0,0.0,1976-09-04,"Ayrshire, Scotland",,,,,1.0,0,M,56.0,30.0,47.0,47.0,21.0,38.0,17.0,9.0,1,actor/actress,0,1,1,0,0,51.5072178,-0.1275862,55.3649698,-4.6679959,523.65526197289
John Uhler Lemmon III,1925-02-08,"Newton, Massachusetts, U.S.",2001-06-27,"Los Angeles, California, U.S.",Cynthia Boyd Stone,1950-01-01,1956-01-01,2.0,1.0,2.0,0.0,1926-02-26,"Peoria, Illinois U.S.",1988-12-25,"Miami Beach, Florida U.S.",3.0,2.0,2.0,0,M,76.0,25.0,31.0,62.0,24.0,30.0,6.0,1.0,1,actor/actress,0,1,1,1,1,42.3370413,-71.20922139999999,40.6936488,-89.5889864,1538.125279211311
Leonard Rosenson,1924-10-15,"Chicago, Illinois, U.S.",1996-11-22,"New York City, New York",Ann Amouri ​,1960-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,72.0,36.0,,,,,36.0,,1,actor/actress,0,1,0,1,0,41.8781136,-87.6297982,,,
Harry Joseph Lennix III,1964-11-16,"Chicago, Illinois, U.S.",,,Djena Graves ​,2009-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,59.0,45.0,,,,,14.0,,1,actor/actress,0,1,0,0,0,41.8781136,-87.6297982,,,
Thomas Patrick Lennon,1970-08-09,"Oak Park, Illinois, U.S.",,,Jenny Robertson ​,2002-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,53.0,32.0,,,,,21.0,,2,"actor/actress, comedians",0,1,0,0,0,41.8850317,-87.7845025,,,
Lemuel Gordon Toney,1870-10-17,"Richmond, Virginia, U.S.",1941-07-28,"New York City, U.S.",Mabel Russell ​,1908-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,71.0,38.0,,,,,33.0,,1,actor/actress,0,1,0,1,0,37.5407246,-77.4360481,,,
Joshua Granville Leonard,1975-06-17,"Houston, Texas, U.S.",,,Alison Pill ​,2015-01-01,,1.0,0.0,1.0,0.0,1985-11-27,"Toronto, Ontario, Canada",,,1.0,0.0,1.0,1,M,48.0,40.0,,38.0,30.0,,8.0,10.0,1,actor/actress,0,1,0,0,0,29.7604267,-95.3698028,43.653226,-79.3831843,2094.2932506444954
Robert Lawrence Leonard,1969-02-28,"Westwood, New Jersey, U.S.",,,Gabriella Salick ​,2008-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,54.0,39.0,,,,,15.0,,1,actor/actress,0,1,0,0,0,40.9912087,-74.0326395,,,
Robert Zigler Leonard,1889-10-07,"Chicago, Illinois, U.S.",1968-08-27,"Beverly Hills, California, U.S.",Marie Adrienne Koenig,1918-01-01,1925-01-01,2.0,1.0,,0.0,1885-05-10,"New York City, U.S.",1965-03-23,"Woodland Hills, Los Angeles, California, U.S.",4.0,4.0,1.0,0,M,79.0,29.0,36.0,80.0,33.0,40.0,7.0,4.0,1,actor/actress,1,1,1,1,1,41.8781136,-87.6297982,40.7127753,-74.0059728,1144.293950028263
Sheldon Leonard Bershad,1907-02-22,"Manhattan, New York City, U.S.",1997-01-11,"Beverly Hills, California, U.S.",Frances Bober ​,1931-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,90.0,24.0,,,,,66.0,,1,actor/actress,0,1,0,1,0,40.7830603,-73.9712488,,,
Chauncey Leopardi,1981-06-14,,,,Jennifer Leopardi,2000-01-01,2013-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,M,42.0,19.0,32.0,,,,13.0,,1,actor/actress,0,1,1,0,0,,,,,
Mervyn LeRoy,1900-10-15,"San Francisco, California, U.S.",1987-09-13,"Beverly Hills, California, U.S.",Edna Murphy ​ ​,1927-01-01,1932-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,M,87.0,27.0,32.0,,,,5.0,,2,"actor/actress, director",0,1,1,1,0,37.7749295,-122.4194155,,,
Edward LeSaint,1871-01-01,"Cincinnati, Ohio, U.S.",1940-09-10,"Los Angeles, California, U.S.",Stella Razetto​ ​,1913-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,69.0,42.0,,,,,27.0,,1,actor/actress,0,1,0,1,0,39.1031182,-84.5120196,,,
Leonard King Lesser,1922-12-03,"The Bronx, New York, U.S.",2011-02-16,"Burbank, California, U.S.",Janice Burrell​ ​,1954-01-01,1982-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,M,89.0,32.0,60.0,,,,28.0,,1,actor/actress,0,1,1,1,0,40.8447819,-73.8648268,,,
Lester J. Goldberg,1910-02-16,"Chicago, Illinois, U.S.",1995-03-23,"Miami, Florida, U.S.",Ardelle Unger​ ​,1934-01-01,1951-01-01,2.0,1.0,3.0,0.0,,,,,,,,0,M,85.0,24.0,41.0,,,,17.0,,2,"actor/actress, comedians",0,1,1,1,0,41.8781136,-87.6297982,,,
Thomas William Lester,1938-09-23,"Laurel, Mississippi, U.S.",2020-04-20,"Nashville, Tennessee, U.S.",Kaylie ​,2007-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,82.0,69.0,,,,,13.0,,1,actor/actress,0,1,0,1,0,31.6940509,-89.1306124,,,
Hal Hays LeSueur,1901-09-03,"San Antonio, Texas, U.S.",1963-05-03,"Los Angeles, California, U.S.",Jessie Burress​ ​,1922-01-01,1929-01-01,2.0,2.0,1.0,0.0,,,,,,,,0,M,62.0,21.0,28.0,,,,7.0,,1,actor/actress,0,1,1,1,0,29.4251905,-98.4945922,,,
Tracy Letts,1965-07-04,"Tulsa, Oklahoma, U.S.",,,Carrie Alexandra Coon,2013-01-01,,1.0,0.0,2.0,0.0,1981-01-24,"Copley, Ohio, U.S.",,,1.0,0.0,2.0,1,M,58.0,48.0,,42.0,32.0,,10.0,16.0,2,"playwrights, actor/actress",1,1,0,0,0,36.1539816,-95.99277500000001,41.09894389999999,-81.64456849999999,1360.1119244437948
Telly Leung,1980-01-03,"New York City, New York, U.S.",,,James Babcock ​,2016-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,43.0,36.0,,,,,7.0,,1,actor/actress,0,1,0,0,0,40.7127753,-74.0059728,,,
